irradiance
0
0
0
0
0.074
0.264
0.469
0.658
0.771
0.787
0.761
0.687
0.563
0.411
0.234
0.059
0
0
0
0
0
0
0
0
0
0
0
0
0.093
0.329
0.584
0.786
0.926
0.976
0.956
0.839
0.685
0.493
0.264
0.067
0
0
0
0
0
0
0
0
0
0
0
0
0.096
0.335
0.576
0.76
0.89
0.943
0.93
0.87
0.739
0.545
0.291
0.072
0
0
0
0
0
0
0
0
0
0
0
0
0.054
0.236
0.433
0.549
0.591
0.559
0.565
0.546
0.474
0.376
0.225
0.06
0
0
0
0
0
0
0
0
0
0
0
0
0.059
0.227
0.452
0.655
0.832
0.923
0.932
0.852
0.689
0.486
0.245
0.061
0
0
0
0
0
0
0
0
0
0
0
0
0.042
0.131
0.235
0.349
0.465
0.548
0.566
0.504
0.439
0.359
0.233
0.066
0
0
0
0
0
0
0
0
0
0
0
0
0.083
0.281
0.478
0.646
0.836
0.933
0.953
0.878
0.721
0.477
0.249
0.059
0
0
0
0
0
0
0
0
0
0
0
0
0.098
0.339
0.579
0.787
0.937
0.984
0.983
0.897
0.667
0.4
0.212
0.054
0
0
0
0
0
0
0
0
0
0
0
0
0.087
0.313
0.544
0.739
0.875
0.937
0.935
0.846
0.68
0.48
0.257
0.056
0
0
0
0
0
0
0
0
0
0
0
0
0.086
0.293
0.501
0.681
0.809
0.866
0.887
0.815
0.689
0.512
0.284
0.062
0
0
0
0
0
0
0
0
0
0
0
0
0.102
0.347
0.586
0.777
0.902
0.947
0.925
0.85
0.685
0.452
0.237
0.06
0
0
0
0
0
0
0
0
0
0
0
0
0.105
0.353
0.599
0.801
0.945
1.018
1.012
0.925
0.762
0.545
0.296
0.068
0
0
0
0
0
0
0
0
0
0
0
0
0.097
0.338
0.593
0.796
0.936
0.998
0.985
0.886
0.686
0.452
0.228
0.055
0
0
0
0
0
0
0
0
0
0
0
0
0.101
0.349
0.591
0.789
0.922
0.968
0.952
0.863
0.688
0.483
0.245
0.057
0
0
0
0
0
0
0
0
0
0
0
0
0.042
0.16
0.311
0.518
0.696
0.592
0.43
0.313
0.263
0.209
0.126
0.036
0
0
0
0
0
0
0
0
0
0
0
0
0.024
0.08
0.131
0.179
0.247
0.304
0.288
0.247
0.23
0.196
0.127
0.035
0
0
0
0
0
0
0
0
0
0
0
0
0.072
0.272
0.517
0.663
0.784
0.851
0.839
0.774
0.625
0.421
0.221
0.057
0
0
0
0
0
0
0
0
0
0
0
0
0.035
0.103
0.185
0.309
0.441
0.569
0.641
0.547
0.482
0.361
0.209
0.057
0
0
0
0
0
0
0
0
0
0
0
0
0.067
0.271
0.517
0.682
0.803
0.887
0.903
0.788
0.619
0.354
0.173
0.044
0
0
0
0
0
0
0
0
0
0
0
0
0.053
0.206
0.37
0.561
0.768
0.681
0.643
0.489
0.391
0.319
0.186
0.047
0
0
0
0
0
0
0
0
0
0
0
0
0.072
0.26
0.449
0.632
0.71
0.692
0.651
0.646
0.528
0.351
0.201
0.05
0
0
0
0
0
0
0
0
0
0
0
0
0.074
0.277
0.513
0.714
0.852
0.921
0.869
0.764
0.578
0.373
0.214
0.054
0
0
0
0
0
0
0
0
0
0
0
0
0.062
0.256
0.541
0.753
0.86
0.867
0.809
0.726
0.551
0.334
0.191
0.048
0
0
0
0
0
0
0
0
0
0
0
0
0.043
0.161
0.311
0.436
0.52
0.564
0.557
0.501
0.438
0.33
0.194
0.047
0
0
0
0
0
0
0
0
0
0
0
0
0.038
0.166
0.37
0.577
0.738
0.775
0.789
0.744
0.626
0.468
0.275
0.071
0
0
0
0
0
0
0
0
0
0
0
0
0.066
0.278
0.529
0.735
0.868
0.908
0.874
0.793
0.622
0.463
0.257
0.065
0
0
0
0
0
0
0
0
0
0
0
0
0.063
0.217
0.425
0.615
0.668
0.711
0.69
0.643
0.565
0.414
0.241
0.062
0
0
0
0
0
0
0
0
0
0
0
0
0.082
0.283
0.513
0.745
0.879
0.927
0.905
0.789
0.639
0.475
0.264
0.063
0
0
0
0
0
0
0
0
0
0
0
0
0.045
0.173
0.352
0.536
0.605
0.646
0.57
0.509
0.384
0.293
0.197
0.059
0
0
0
0
0
0
0
0
0
0
0
0
0.087
0.307
0.509
0.632
0.703
0.731
0.744
0.698
0.531
0.333
0.165
0.047
0
0
0
0
0
0
0
0
0
0
0
0
0.099
0.355
0.602
0.807
0.944
