Demand MW
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
0.003376326
0.003161747
0.003230034
0.003829264
0.006371401
0.015242775
0.036383126
0.068983406
0.084389337
0.071279281
0.043575452
0.021441921
0.013845681
0.011556091
0.011402663
0.010951798
0.010245574
0.009357224
0.008386101
0.007411305
0.00643616
0.005463616
0.004571259
0.003854344
